id,education,marital_status,income,kidhome,teenhome,recency,mnt_wines,mnt_fruits,mnt_meat_products,mnt_fish_products,mnt_sweet_products,mnt_gold_prods,num_deals_purchases,num_web_purchases,num_catalog_purchases,num_store_purchases,num_web_visits_month,accepted_cmp3,accepted_cmp4,accepted_cmp5,accepted_cmp1,accepted_cmp2,complain,age,n_family_members,n_sons,days_since_signup,income_per_member,total_spent,total_accepted,response
7892,0.5,0.22,0.10493131756988056,0,0,0.8989898989898991,0.004018754186202277,0.020100502512562814,0.025406504065040653,0.05791505791505792,0.04580152671755725,0.040498442367601244,0.13333333333333333,0.07407407407407407,0.09090909090909091,0.23076923076923078,0.35000000000000003,0,0,0,0,0,0,0.48214285714285715,1,0,0.776824034334764,0.11498464048601131,0.027777777777777776,0,0
2404,0.5,0.39,0.32134165696751665,1,1,0.04040404040404041,0.115874079035499,0.020100502512562814,0.030487804878048783,0.011583011583011584,0.022900763358778626,0.1277258566978193,0.26666666666666666,0.18518518518518517,0.09090909090909091,0.3076923076923077,0.35000000000000003,0,0,0,0,0,0,0.35714285714285715,4,2,0.5693848354792561,0.0806574754811803,0.1,0,0
9422,0.5,0.39,0.2279870788649816,1,0,0.26262626262626265,0.02411252511721366,0.010050251256281407,0.042682926829268296,0.07722007722007722,0.08015267175572519,0.03115264797507788,0.13333333333333333,0.07407407407407407,0.09090909090909091,0.3076923076923077,0.15000000000000002,0,0,0,0,0,0,0.12499999999999994,3,1,0.5636623748211731,0.07704061919794836,0.05,0,0
1966,0.22,0.39,0.5158993446071688,0,0,0.9696969696969697,0.4581379772270596,0.5025125628140703,0.8140243902439025,0.08108108108108109,0.25190839694656486,0.0,0.06666666666666667,0.2222222222222222,0.8181818181818182,0.7692307692307693,0.1,0,0,1,0,0,0,0.5535714285714286,2,0,0.3133047210300429,0.270100200597378,0.6615079365079365,1,0
6864,0.17,0.11,0.05756627060939707,0,0,0.3434343434343435,0.0053583389149363695,0.020100502512562814,0.010162601626016262,0.007722007722007722,0.007633587786259542,0.012461059190031152,0.13333333333333333,0.1111111111111111,0.0,0.23076923076923078,0.25,0,0,0,0,0,0,0.12499999999999994,1,0,0.05436337625178827,0.06521948819058548,0.00992063492063492,0,0
3033,0.17,0.25,0.22960533276901912,0,0,0.5656565656565657,0.07501674480910918,0.08542713567839195,0.04471544715447155,0.1312741312741313,0.08396946564885496,0.2772585669781931,0.06666666666666667,0.07407407407407407,0.4545454545454546,0.23076923076923078,0.15000000000000002,0,0,0,0,0,0,0.5892857142857142,2,0,0.592274678111588,0.11969957804251619,0.12420634920634921,0,0
5710,0.5,0.25,0.24160530787280524,0,1,0.31313131313131315,0.07367716008037509,0.0,0.005081300813008131,0.007722007722007722,0.0,0.009345794392523364,0.13333333333333333,0.07407407407407407,0.09090909090909091,0.3076923076923077,0.25,0,1,0,0,0,0,0.46428571428571425,3,1,0.8969957081545065,0.08181005210300274,0.04563492063492063,1,0
7373,0.22,0.11,0.27933552005078827,0,2,0.08080808080808081,0.06430006697923643,0.06030150753768844,0.0975609756097561,0.1274131274131274,0.08396946564885496,0.13395638629283488,0.4,0.14814814814814814,0.09090909090909091,0.46153846153846156,0.30000000000000004,0,0,0,0,0,0,0.7857142857142856,3,2,0.8698140200286123,0.09502408421929145,0.11785714285714285,0,1
8755,0.17,0.39,0.4165572270596949,0,0,0.04040404040404041,0.32283991962491626,0.1708542713567839,0.4786585365853659,0.4594594594594595,0.2595419847328244,0.06853582554517133,0.06666666666666667,0.1111111111111111,0.4545454545454546,0.6923076923076923,0.35000000000000003,0,0,0,0,0,0,0.8928571428571428,2,0,0.7067238912732475,0.21791218510544033,0.4726190476190476,0,0
10738,0.17,0.22,0.2966321646635588,1,1,0.5555555555555556,0.02679169457468185,0.0,0.019308943089430895,0.007722007722007722,0.003816793893129771,0.009345794392523364,0.06666666666666667,0.07407407407407407,0.0,0.23076923076923078,0.35000000000000003,0,0,0,0,0,0,0.8035714285714284,3,2,0.43490701001430615,0.10108178716405661,0.023809523809523808,0,0
4339,0.22,0.39,0.40844106132559893,0,1,0.37373737373737376,0.47019423978566643,0.08542713567839195,0.15345528455284554,0.0,0.030534351145038167,0.10903426791277258,0.3333333333333333,0.18518518518518517,0.5454545454545454,0.9230769230769231,0.1,0,0,0,0,0,0,0.46428571428571425,3,1,0.2575107296137339,0.140239964817803,0.3603174603174603,0,0
10755,0.09,0.39,0.13685448785375962,1,0,0.7676767676767677,0.004018754186202277,0.01507537688442211,0.014227642276422765,0.05791505791505792,0.026717557251908396,0.11214953271028037,0.2,0.1111111111111111,0.09090909090909091,0.15384615384615385,0.35000000000000003,0,0,0,0,0,0,0.35714285714285715,3,1,0.4291845493562232,0.04512378345946282,0.030158730158730156,0,0
8595,0.5,0.03,0.2533127524631692,0,1,1.0,0.036838580040187544,0.0,0.006097560975609756,0.007722007722007722,0.0,0.012461059190031152,0.13333333333333333,0.037037037037037035,0.09090909090909091,0.23076923076923078,0.25,0,0,0,0,0,0,0.41071428571428564,2,1,0.19742489270386265,0.13215394500002453,0.024603174603174603,0,0
2968,0.22,0.11,0.29388735708017205,0,0,0.5353535353535354,0.2926992632283992,0.04020100502512563,0.209349593495935,0.6177606177606177,0.18702290076335878,0.1308411214953271,0.13333333333333333,0.25925925925925924,0.9090909090909092,0.38461538461538464,0.30000000000000004,1,0,0,0,0,0,0.9464285714285714,1,0,0.7339055793991416,0.31351555487981325,0.35595238095238096,1,1
8601,0.5,0.39,0.487225130238319,0,1,0.030303030303030304,0.28198258539852644,0.38190954773869346,0.5447154471544716,0.31660231660231664,0.6793893129770993,0.3177570093457944,0.13333333333333333,0.2962962962962963,0.5454545454545454,0.38461538461538464,0.2,0,0,0,0,0,0,0.28571428571428564,3,1,0.6094420600858369,0.16783204969539825,0.5515873015873016,0,0
503,0.17,0.39,0.11719270291970346,1,0,0.888888888888889,0.0087073007367716,0.005025125628140704,0.02947154471544716,0.011583011583011584,0.0,0.021806853582554516,0.13333333333333333,0.07407407407407407,0.0,0.23076923076923078,0.4,0,0,0,0,0,0,0.19642857142857145,3,1,0.6781115879828327,0.0382377512167449,0.01904761904761905,0,0
8430,0.5,0.25,0.1261242196592953,0,1,0.04040404040404041,0.006028131279303415,0.0,0.006097560975609756,0.011583011583011584,0.003816793893129771,0.009345794392523364,0.06666666666666667,0.0,0.0,0.23076923076923078,0.25,0,0,0,0,0,0,0.6964285714285714,3,1,0.7896995708154506,0.041365784223487606,0.006746031746031746,0,0
2139,0.17,0.39,0.03591278856267933,1,0,0.19191919191919193,0.0020093770931011385,0.005025125628140704,0.010162601626016262,0.011583011583011584,0.007633587786259542,0.037383177570093455,0.2,0.07407407407407407,0.0,0.23076923076923078,0.25,0,0,0,0,0,0,0.37499999999999994,3,1,0.38626609442060084,0.00977156094841525,0.010317460317460317,0,0
1371,0.5,0.22,0.4867894464949243,0,0,0.7272727272727273,0.08238446081714668,0.8241206030150754,0.2703252032520326,0.8764478764478765,0.11450381679389313,0.5420560747663551,0.06666666666666667,0.07407407407407407,0.36363636363636365,0.6923076923076923,0.05,0,0,0,0,0,0,0.35714285714285715,1,0,0.001430615164520744,0.516192475391263,0.3884920634920635,0,0
9909,0.09,0.39,0.03591278856267933,0,0,0.24242424242424243,0.0020093770931011385,0.09045226130653267,0.014227642276422765,0.05791505791505792,0.08396946564885496,0.1557632398753894,0.2,0.1111111111111111,0.09090909090909091,0.23076923076923078,0.45,0,0,0,0,0,0,0.0,2,0,0.8540772532188842,0.017945863230843934,0.04642857142857143,0,1
7286,0.5,0.25,0.24894969097574485,1,0,0.9292929292929294,0.0087073007367716,0.03015075376884422,0.015243902439024392,0.011583011583011584,0.019083969465648856,0.040498442367601244,0.06666666666666667,0.07407407407407407,0.0,0.15384615384615385,0.5,0,0,0,0,0,0,0.49999999999999994,3,1,0.5736766809728183,0.0843822325545403,0.01984126984126984,0,0
6566,0.22,0.39,0.44078746724591855,1,1,0.393939393939394,0.5532484929671801,0.25125628140703515,0.3221544715447155,0.19305019305019305,0.1450381679389313,0.11838006230529595,0.6,0.18518518518518517,0.18181818181818182,0.9230769230769231,0.4,0,0,0,0,0,0,0.75,4,2,0.8555078683834049,0.11203208250159807,0.5214285714285715,0,0
8614,0.5,0.03,0.39682075348391393,0,1,0.29292929292929293,0.1640991292699263,0.09547738693467336,0.12703252032520326,0.14285714285714285,0.25572519083969464,0.04361370716510903,0.06666666666666667,0.14814814814814814,0.18181818181818182,0.7692307692307693,0.1,0,0,0,0,0,0,0.6964285714285714,2,1,0.06866952789699571,0.20754390009040777,0.19920634920634922,0,0
4114,0.17,0.39,0.48182265182022443,0,0,0.020202020202020204,0.43536503683858,0.18592964824120603,0.7926829268292683,0.10424710424710425,0.6374045801526718,0.09968847352024922,0.06666666666666667,0.2222222222222222,0.8181818181818182,1.0,0.15000000000000002,0,0,0,0,0,0,0.5714285714285714,2,0,0.9828326180257511,0.2521984785988592,0.6698412698412698,0,0
1331,0.5,0.22,0.2119912614289182,1,0,0.5454545454545455,0.008037508372404554,0.03015075376884422,0.020325203252032523,0.11583011583011583,0.003816793893129771,0.009345794392523364,0.13333333333333333,0.07407407407407407,0.0,0.23076923076923078,0.35000000000000003,0,0,0,0,0,0,0.33928571428571425,2,1,0.776824034334764,0.1104462678588069,0.026587301587301587,0,0
2225,0.5,0.11,0.5032271717278595,0,0,0.5454545454545455,0.3415941058271936,0.6030150753768845,0.5589430894308943,0.6023166023166023,0.15267175572519084,0.7507788161993769,0.06666666666666667,0.14814814814814814,0.8181818181818182,0.5384615384615385,0.05,1,0,0,1,0,0,0.33928571428571425,1,0,0.031473533619456366,0.5334631412535784,0.6396825396825397,2,1
9381,0.5,0.39,0.4023414889180728,1,1,0.5757575757575758,0.21969189551239116,0.04522613065326633,0.12601626016260165,0.04633204633204634,0.0916030534351145,0.3395638629283489,0.4666666666666667,0.14814814814814814,0.18181818181818182,0.7692307692307693,0.15000000000000002,0,0,0,0,0,0,0.32142857142857145,4,2,0.5464949928469242,0.10193354946188568,0.2384920634920635,0,0
6260,0.17,0.25,0.5019948091394001,0,0,0.5555555555555556,0.6590756865371734,0.2562814070351759,0.4390243902439025,0.694980694980695,0.4580152671755725,0.5919003115264797,0.06666666666666667,0.1111111111111111,0.9090909090909092,1.0,0.05,0,0,1,0,0,0,0.732142857142857,2,0,0.8397711015736766,0.26279564407779976,0.7746031746031746,1,1
10383,0.5,0.11,0.42670243422731485,0,0,0.30303030303030304,0.19758874748827862,0.17587939698492464,0.48983739837398377,0.4671814671814672,0.4580152671755725,0.12461059190031153,0.06666666666666667,0.18518518518518517,0.4545454545454546,0.7692307692307693,0.15000000000000002,0,0,0,0,0,0,0.5357142857142856,1,0,0.648068669527897,0.45306070400360976,0.43174603174603177,0,1
7437,0.5,0.22,0.16311999352698436,1,0,0.31313131313131315,0.0087073007367716,0.0,0.008130081300813009,0.007722007722007722,0.003816793893129771,0.01557632398753894,0.06666666666666667,0.037037037037037035,0.0,0.3076923076923077,0.15000000000000002,0,0,0,0,0,0,0.14285714285714285,2,1,0.08869814020028613,0.0847724192501549,0.009523809523809525,0,0
8375,0.22,0.39,0.33749307574050674,0,1,0.6363636363636365,0.2993971868720696,0.0,0.02845528455284553,0.0,0.0,0.13395638629283488,0.2,0.2962962962962963,0.18181818181818182,0.46153846153846156,0.35000000000000003,0,0,0,0,0,0,0.49999999999999994,3,1,0.1688125894134478,0.11539226569316174,0.20357142857142857,0,0
6853,0.17,0.22,0.4608724878164153,0,0,0.12121212121212122,0.4768921634293369,0.1306532663316583,0.5467479674796748,0.26640926640926643,0.04961832061068702,0.24922118380062305,0.06666666666666667,0.1111111111111111,0.5454545454545454,0.8461538461538463,0.05,0,1,1,0,0,0,0.24999999999999994,1,0,0.5150214592274678,0.48896223962803653,0.5686507936507936,2,1
3076,0.5,0.25,0.40408422389165166,1,1,0.18181818181818182,0.30274614869390487,0.09045226130653267,0.10365853658536586,0.06177606177606178,0.06870229007633588,0.018691588785046728,0.26666666666666666,0.14814814814814814,0.18181818181818182,0.9230769230769231,0.15000000000000002,0,0,0,0,0,0,0.37499999999999994,4,2,0.944206008583691,0.10239131038970169,0.24087301587301588,0,0
1012,0.5,0.22,0.37402204559741575,0,1,0.26262626262626265,0.35030140656396513,0.035175879396984924,0.1361788617886179,0.14285714285714285,0.05343511450381679,0.5264797507788161,0.26666666666666666,0.2962962962962963,0.18181818181818182,0.7692307692307693,0.35000000000000003,0,0,0,0,0,0,0.7857142857142856,2,1,0.709585121602289,0.19556691238619328,0.3488095238095238,0,0
6518,0.22,0.03,0.4104763268126,0,1,0.08080808080808081,0.3657066309444072,0.0,0.04878048780487805,0.0,0.022900763358778626,0.018691588785046728,0.06666666666666667,0.25925925925925924,0.2727272727272727,0.6153846153846154,0.25,0,0,0,0,0,0,0.8035714285714284,2,1,0.547925608011445,0.21471766777346718,0.2384920634920635,0,0
4137,0.5,0.25,0.42906135049512345,0,0,0.29292929292929293,0.2665773610180844,0.20100502512562815,0.37296747967479676,0.4594594594594595,0.46564885496183206,0.09345794392523364,0.06666666666666667,0.25925925925925924,0.36363636363636365,0.3076923076923077,0.2,0,0,0,0,0,0,0.857142857142857,2,0,0.2932761087267525,0.2244810544196,0.425,0,0
8082,0.5,0.39,0.1493212669683258,1,0,0.7575757575757577,0.0006697923643670462,0.01507537688442211,0.006097560975609756,0.011583011583011584,0.022900763358778626,0.04672897196261682,0.06666666666666667,0.037037037037037035,0.09090909090909091,0.15384615384615385,0.35000000000000003,0,0,0,0,0,0,0.44642857142857145,3,1,0.5779685264663805,0.04948995078525072,0.011507936507936509,0,1
1386,0.5,0.25,0.19135230009896242,1,1,0.0,0.006697923643670462,0.0,0.0010162601626016261,0.0,0.0,0.0,0.06666666666666667,0.037037037037037035,0.0,0.15384615384615385,0.35000000000000003,0,0,0,0,0,0,0.5178571428571428,4,2,0.07010014306151645,0.0465134148474757,0.002380952380952381,0,0
9369,0.09,0.22,0.5381565598411621,0,1,0.19191919191919193,0.4608171466845278,0.07035175879396985,0.3140243902439025,0.7760617760617761,0.0916030534351145,0.11838006230529595,0.06666666666666667,0.4074074074074074,0.9090909090909092,0.7692307692307693,0.25,1,0,0,1,0,0,0.30357142857142855,2,1,0.1459227467811159,0.281792722582164,0.5035714285714286,2,1
4477,0.5,0.25,0.4192895865361275,0,1,0.04040404040404041,0.16543871399866042,0.24623115577889448,0.16158536585365854,0.02702702702702703,0.3129770992366412,0.3395638629283489,0.06666666666666667,0.18518518518518517,0.18181818181818182,0.7692307692307693,0.2,0,0,0,0,0,0,0.6785714285714284,3,1,0.39341917024320455,0.14403938051867582,0.2571428571428572,0,0
1357,0.5,0.25,0.455127686457082,1,2,0.9090909090909092,0.5733422638981915,0.2964824120603015,0.49491869918699194,0.22393822393822393,0.11068702290076335,0.22741433021806853,0.4666666666666667,0.07407407407407407,0.4545454545454546,0.38461538461538464,0.25,0,0,0,0,0,0,0.46428571428571425,5,3,0.6394849785407726,0.09132363207138454,0.6178571428571429,0,0
1402,0.17,0.39,0.4061879539669005,0,0,0.010101010101010102,0.3322170127260549,0.18090452261306533,0.467479674796748,0.7297297297297297,0.22900763358778625,0.037383177570093455,0.2,0.14814814814814814,0.7272727272727273,0.46153846153846156,0.15000000000000002,0,0,0,0,0,0,0.75,2,0,0.938483547925608,0.21246483006442984,0.49523809523809526,0,0
6312,0.5,0.39,0.39398880915184825,0,1,0.29292929292929293,0.17280643000669793,0.5376884422110553,0.2957317073170732,0.32432432432432434,0.1412213740458015,0.26791277258566976,0.26666666666666666,0.37037037037037035,0.2727272727272727,1.0,0.35000000000000003,0,0,0,0,0,0,0.6607142857142856,3,1,0.670958512160229,0.13517843684452313,0.3404761904761905,0,0
8132,0.22,0.39,0.36660297385275137,1,1,0.888888888888889,0.3784326858673811,0.03015075376884422,0.0660569105691057,0.0,0.022900763358778626,0.059190031152647975,0.3333333333333333,0.3333333333333333,0.18181818181818182,0.6153846153846154,0.35000000000000003,0,1,0,0,0,0,0.37499999999999994,4,2,0.6437768240343348,0.09254618072074458,0.26031746031746034,1,0
1050,0.5,0.39,0.16557227059694896,0,0,0.5858585858585859,0.009377093101138647,0.05025125628140704,0.013211382113821139,0.015444015444015444,0.05725190839694656,0.028037383177570093,0.06666666666666667,0.07407407407407407,0.09090909090909091,0.3076923076923077,0.1,0,0,0,0,0,0,0.7857142857142856,2,0,0.08583690987124463,0.08606068928986566,0.023809523809523808,0,0
5846,0.5,0.11,0.23972564372273084,1,0,0.686868686868687,0.0013395847287340924,0.005025125628140704,0.006097560975609756,0.007722007722007722,0.003816793893129771,0.003115264797507788,0.06666666666666667,0.037037037037037035,0.0,0.15384615384615385,0.30000000000000004,0,0,0,0,0,0,0.33928571428571425,2,1,0.7968526466380543,0.1250161442470078,0.0031746031746031746,0,0
1859,0.17,0.39,0.45759863568747783,0,0,0.3434343434343435,0.4829202947086403,0.5577889447236181,0.9400406504065042,0.37451737451737455,0.06870229007633588,0.056074766355140186,0.06666666666666667,0.25925925925925924,0.5454545454545454,0.38461538461538464,0.25,0,0,0,0,0,0,0.42857142857142855,2,0,0.9599427753934192,0.23947272480557422,0.748015873015873,0,1
7503,0.5,0.22,0.46117124238331453,0,0,0.4040404040404041,0.6912257200267917,0.5276381909547738,0.7916666666666667,0.528957528957529,0.40076335877862596,0.1588785046728972,0.0,0.18518518518518517,0.7272727272727273,0.6923076923076923,0.2,1,0,0,0,0,0,0.35714285714285715,1,0,0.894134477825465,0.48927613283568183,0.8746031746031746,1,1
10401,0.09,0.25,0.1530868193219516,0,0,0.12121212121212122,0.0006697923643670462,0.0,0.005081300813008131,0.0,0.011450381679389313,0.028037383177570093,0.06666666666666667,0.0,0.0,0.23076923076923078,0.15000000000000002,0,0,0,0,0,1,0.35714285714285715,2,0,0.4263233190271817,0.07950162913844488,0.005158730158730159,0,0
1618,0.5,0.25,0.338065688660397,0,0,0.09090909090909091,0.3864701942397857,0.0,0.06504065040650407,0.0,0.0,0.1588785046728972,0.13333333333333333,0.37037037037037035,0.09090909090909091,0.6153846153846154,0.4,1,0,0,0,0,0,0.5535714285714286,2,0,0.776824034334764,0.17667773467195708,0.27261904761904765,1,1
3332,0.5,0.22,0.17446021896220132,1,0,0.8787878787878789,0.042866711319490956,0.020100502512562814,0.06910569105691057,0.02702702702702703,0.019083969465648856,0.0529595015576324,0.26666666666666666,0.1111111111111111,0.09090909090909091,0.3076923076923077,0.4,0,0,0,0,0,0,0.19642857142857145,2,1,0.9570815450643777,0.09072985075358893,0.06349206349206349,0,0
2261,0.5,0.39,0.15294989014545612,1,0,0.05050505050505051,0.0026791694574681848,0.005025125628140704,0.005081300813008131,0.007722007722007722,0.0,0.012461059190031152,0.06666666666666667,0.037037037037037035,0.0,0.15384615384615385,0.35000000000000003,0,0,0,0,0,0,0.48214285714285715,3,1,0.530758226037196,0.05076078231342564,0.004365079365079365,0,0
