id,marital_status,income,recency,mnt_wines,mnt_fruits,mnt_meat_products,mnt_fish_products,mnt_sweet_products,mnt_gold_prods,num_deals_purchases,num_web_purchases,num_catalog_purchases,num_store_purchases,num_web_visits_month,accepted_cmp3,accepted_cmp5,accepted_cmp1,age,n_family_members,days_since_signup,income_per_member,total_spent,total_accepted,response
8180,0.11,0.3586548575625362,0.5353535353535354,0.1560616208975217,0.0100502512562814,0.0538617886178861,0.0115830115830115,0.0190839694656488,0.043613707165109,0.2,0.2222222222222222,0.0909090909090909,0.3846153846153846,0.3,0,0,0,0.7857142857142856,3,0.3233190271816881,0.122803633095897,0.121031746031746,0,0
2569,0.39,0.0970516658679131,0.3838383838383838,0.0020093770931011,0.0703517587939698,0.0172764227642276,0.0231660231660231,0.0038167938931297,0.0155763239875389,0.0666666666666666,0.037037037037037,0.0,0.2307692307692307,0.4,0,0,0,0.1607142857142857,2,0.8969957081545065,0.0500643317589627,0.0162698412698412,0,0
2114,0.22,0.5045840153858602,0.2323232323232323,0.6738111185532485,0.1105527638190954,0.116869918699187,0.2277992277992278,0.2595419847328244,0.1401869158878504,0.0666666666666666,0.2592592592592592,0.5454545454545454,0.9230769230769232,0.15,0,1,1,0.8928571428571428,1,0.8326180257510729,0.534888739571634,0.5198412698412699,2,1
9736,0.39,0.249709025499947,0.5151515151515152,0.0354989953114534,0.0251256281407035,0.0193089430894308,0.0077220077220077,0.049618320610687,0.0124610591900311,0.2,0.1111111111111111,0.0,0.2307692307692307,0.4,0,0,0,0.2857142857142856,4,0.7896995708154506,0.0618418664874859,0.0361111111111111,0,0
4939,0.25,0.2242526467787411,0.202020202020202,0.0562625586068318,0.0251256281407035,0.0386178861788617,0.5791505791505792,0.0458015267175572,0.087227414330218,0.1333333333333333,0.1481481481481481,0.0909090909090909,0.4615384615384615,0.35,0,0,0,0.8928571428571428,2,0.9542203147353362,0.1168876180573607,0.1238095238095238,0,0
6565,0.39,0.4684533849514835,0.9191919191919192,0.6778298727394507,0.4020100502512563,0.5060975609756098,0.0,0.0610687022900763,0.5482866043613707,0.1333333333333333,0.4074074074074074,0.3636363636363636,0.6923076923076923,0.25,0,0,1,0.8392857142857142,3,0.6552217453505007,0.1612577308463836,0.7051587301587302,1,0
2278,0.22,0.1996800836512787,0.8686868686868687,0.0026791694574681,0.0854271356783919,0.0193089430894308,0.1158301158301158,0.0916030534351145,0.1214953271028037,0.1333333333333333,0.074074074074074,0.0909090909090909,0.2307692307692307,0.3,0,0,0,0.1964285714285714,2,0.8626609442060086,0.1039787598929493,0.0507936507936507,0,0
9360,0.39,0.2197713282752525,0.4141414141414142,0.0576021433355659,0.0100502512562814,0.0741869918699187,0.2664092664092664,0.1450381679389313,0.1495327102803738,0.0666666666666666,0.1481481481481481,0.1818181818181818,0.3846153846153846,0.4,0,0,0,0.2499999999999999,2,0.9871244635193132,0.1145334190000212,0.1234126984126984,0,0
1993,0.39,0.3540054896151667,0.6363636363636365,0.5807099799062291,0.0,0.0873983739837398,0.0,0.0,0.0591900311526479,0.2,0.074074074074074,0.2727272727272727,0.6923076923076923,0.4,0,0,0,0.8392857142857142,3,0.7911301859799714,0.1211753120812373,0.3837301587301587,1,0
4047,0.39,0.395812456820629,0.0,0.2572002679169457,0.0,0.1036585365853658,0.081081081081081,0.1221374045801526,0.0155763239875389,0.2,0.2222222222222222,0.1818181818181818,0.6923076923076923,0.2,0,0,0,0.75,3,0.2417739628040057,0.1358171223295235,0.2138888888888889,0,0
1409,0.25,0.2424828994130717,0.696969696969697,0.1808439383791024,0.0150753768844221,0.0274390243902439,0.1505791505791505,0.0229007633587786,0.308411214953271,0.4666666666666667,0.2592592592592592,0.0909090909090909,0.3846153846153846,0.4,0,0,0,0.8035714285714284,3,0.6695278969957081,0.082117405868822,0.1742063492063492,0,0
7892,0.22,0.1049313175698805,0.8989898989898991,0.0040187541862022,0.0201005025125628,0.0254065040650406,0.0579150579150579,0.0458015267175572,0.0404984423676012,0.1333333333333333,0.074074074074074,0.0909090909090909,0.2307692307692307,0.35,0,0,0,0.4821428571428571,1,0.776824034334764,0.1149846404860113,0.0277777777777777,0,0
2404,0.39,0.3213416569675166,0.0404040404040404,0.115874079035499,0.0201005025125628,0.0304878048780487,0.0115830115830115,0.0229007633587786,0.1277258566978193,0.2666666666666666,0.1851851851851851,0.0909090909090909,0.3076923076923077,0.35,0,0,0,0.3571428571428571,4,0.5693848354792561,0.0806574754811803,0.1,0,0
9422,0.39,0.2279870788649816,0.2626262626262626,0.0241125251172136,0.0100502512562814,0.0426829268292682,0.0772200772200772,0.0801526717557251,0.0311526479750778,0.1333333333333333,0.074074074074074,0.0909090909090909,0.3076923076923077,0.15,0,0,0,0.1249999999999999,3,0.5636623748211731,0.0770406191979483,0.05,0,0
1966,0.39,0.5158993446071688,0.9696969696969696,0.4581379772270596,0.5025125628140703,0.8140243902439025,0.081081081081081,0.2519083969465648,0.0,0.0666666666666666,0.2222222222222222,0.8181818181818182,0.7692307692307693,0.1,0,1,0,0.5535714285714286,2,0.3133047210300429,0.270100200597378,0.6615079365079365,1,0
6864,0.11,0.057566270609397,0.3434343434343435,0.0053583389149363,0.0201005025125628,0.0101626016260162,0.0077220077220077,0.0076335877862595,0.0124610591900311,0.1333333333333333,0.1111111111111111,0.0,0.2307692307692307,0.25,0,0,0,0.1249999999999999,1,0.0543633762517882,0.0652194881905854,0.0099206349206349,0,0
3033,0.25,0.2296053327690191,0.5656565656565657,0.0750167448091091,0.0854271356783919,0.0447154471544715,0.1312741312741313,0.0839694656488549,0.2772585669781931,0.0666666666666666,0.074074074074074,0.4545454545454546,0.2307692307692307,0.15,0,0,0,0.5892857142857142,2,0.592274678111588,0.1196995780425161,0.1242063492063492,0,0
5710,0.25,0.2416053078728052,0.3131313131313131,0.073677160080375,0.0,0.0050813008130081,0.0077220077220077,0.0,0.0093457943925233,0.1333333333333333,0.074074074074074,0.0909090909090909,0.3076923076923077,0.25,0,0,0,0.4642857142857142,3,0.8969957081545065,0.0818100521030027,0.0456349206349206,1,0
7373,0.11,0.2793355200507882,0.0808080808080808,0.0643000669792364,0.0603015075376884,0.0975609756097561,0.1274131274131274,0.0839694656488549,0.1339563862928348,0.4,0.1481481481481481,0.0909090909090909,0.4615384615384615,0.3,0,0,0,0.7857142857142856,3,0.8698140200286123,0.0950240842192914,0.1178571428571428,0,1
8755,0.39,0.4165572270596949,0.0404040404040404,0.3228399196249162,0.1708542713567839,0.4786585365853659,0.4594594594594595,0.2595419847328244,0.0685358255451713,0.0666666666666666,0.1111111111111111,0.4545454545454546,0.6923076923076923,0.35,0,0,0,0.8928571428571428,2,0.7067238912732475,0.2179121851054403,0.4726190476190476,0,0
10738,0.22,0.2966321646635588,0.5555555555555556,0.0267916945746818,0.0,0.0193089430894308,0.0077220077220077,0.0038167938931297,0.0093457943925233,0.0666666666666666,0.074074074074074,0.0,0.2307692307692307,0.35,0,0,0,0.8035714285714284,3,0.4349070100143061,0.1010817871640566,0.0238095238095238,0,0
4339,0.39,0.4084410613255989,0.3737373737373737,0.4701942397856664,0.0854271356783919,0.1534552845528455,0.0,0.0305343511450381,0.1090342679127725,0.3333333333333333,0.1851851851851851,0.5454545454545454,0.9230769230769232,0.1,0,0,0,0.4642857142857142,3,0.2575107296137339,0.140239964817803,0.3603174603174603,0,0
10755,0.39,0.1368544878537596,0.7676767676767677,0.0040187541862022,0.0150753768844221,0.0142276422764227,0.0579150579150579,0.0267175572519083,0.1121495327102803,0.2,0.1111111111111111,0.0909090909090909,0.1538461538461538,0.35,0,0,0,0.3571428571428571,3,0.4291845493562232,0.0451237834594628,0.0301587301587301,0,0
8595,0.03,0.2533127524631692,1.0,0.0368385800401875,0.0,0.0060975609756097,0.0077220077220077,0.0,0.0124610591900311,0.1333333333333333,0.037037037037037,0.0909090909090909,0.2307692307692307,0.25,0,0,0,0.4107142857142856,2,0.1974248927038626,0.1321539450000245,0.0246031746031746,0,0
2968,0.11,0.293887357080172,0.5353535353535354,0.2926992632283992,0.0402010050251256,0.209349593495935,0.6177606177606177,0.1870229007633587,0.1308411214953271,0.1333333333333333,0.2592592592592592,0.9090909090909092,0.3846153846153846,0.3,1,0,0,0.9464285714285714,1,0.7339055793991416,0.3135155548798132,0.3559523809523809,1,1
8601,0.39,0.487225130238319,0.0303030303030303,0.2819825853985264,0.3819095477386934,0.5447154471544716,0.3166023166023166,0.6793893129770993,0.3177570093457944,0.1333333333333333,0.2962962962962963,0.5454545454545454,0.3846153846153846,0.2,0,0,0,0.2857142857142856,3,0.6094420600858369,0.1678320496953982,0.5515873015873016,0,0
503,0.39,0.1171927029197034,0.888888888888889,0.0087073007367716,0.0050251256281407,0.0294715447154471,0.0115830115830115,0.0,0.0218068535825545,0.1333333333333333,0.074074074074074,0.0,0.2307692307692307,0.4,0,0,0,0.1964285714285714,3,0.6781115879828327,0.0382377512167449,0.019047619047619,0,0
8430,0.25,0.1261242196592953,0.0404040404040404,0.0060281312793034,0.0,0.0060975609756097,0.0115830115830115,0.0038167938931297,0.0093457943925233,0.0666666666666666,0.0,0.0,0.2307692307692307,0.25,0,0,0,0.6964285714285714,3,0.7896995708154506,0.0413657842234876,0.0067460317460317,0,0
2139,0.39,0.0359127885626793,0.1919191919191919,0.0020093770931011,0.0050251256281407,0.0101626016260162,0.0115830115830115,0.0076335877862595,0.0373831775700934,0.2,0.074074074074074,0.0,0.2307692307692307,0.25,0,0,0,0.3749999999999999,3,0.3862660944206008,0.0097715609484152,0.0103174603174603,0,0
1371,0.22,0.4867894464949243,0.7272727272727273,0.0823844608171466,0.8241206030150754,0.2703252032520326,0.8764478764478765,0.1145038167938931,0.5420560747663551,0.0666666666666666,0.074074074074074,0.3636363636363636,0.6923076923076923,0.05,0,0,0,0.3571428571428571,1,0.0014306151645207,0.516192475391263,0.3884920634920635,0,0
9909,0.39,0.0359127885626793,0.2424242424242424,0.0020093770931011,0.0904522613065326,0.0142276422764227,0.0579150579150579,0.0839694656488549,0.1557632398753894,0.2,0.1111111111111111,0.0909090909090909,0.2307692307692307,0.45,0,0,0,0.0,2,0.8540772532188842,0.0179458632308439,0.0464285714285714,0,1
7286,0.25,0.2489496909757448,0.9292929292929294,0.0087073007367716,0.0301507537688442,0.0152439024390243,0.0115830115830115,0.0190839694656488,0.0404984423676012,0.0666666666666666,0.074074074074074,0.0,0.1538461538461538,0.5,0,0,0,0.4999999999999999,3,0.5736766809728183,0.0843822325545403,0.0198412698412698,0,0
6566,0.39,0.4407874672459185,0.393939393939394,0.5532484929671801,0.2512562814070351,0.3221544715447155,0.193050193050193,0.1450381679389313,0.1183800623052959,0.6,0.1851851851851851,0.1818181818181818,0.9230769230769232,0.4,0,0,0,0.75,4,0.8555078683834049,0.112032082501598,0.5214285714285715,0,0
8614,0.03,0.3968207534839139,0.2929292929292929,0.1640991292699263,0.0954773869346733,0.1270325203252032,0.1428571428571428,0.2557251908396946,0.043613707165109,0.0666666666666666,0.1481481481481481,0.1818181818181818,0.7692307692307693,0.1,0,0,0,0.6964285714285714,2,0.0686695278969957,0.2075439000904077,0.1992063492063492,0,0
4114,0.39,0.4818226518202244,0.0202020202020202,0.43536503683858,0.185929648241206,0.7926829268292683,0.1042471042471042,0.6374045801526718,0.0996884735202492,0.0666666666666666,0.2222222222222222,0.8181818181818182,1.0,0.15,0,0,0,0.5714285714285714,2,0.9828326180257512,0.2521984785988592,0.6698412698412698,0,0
1331,0.22,0.2119912614289182,0.5454545454545455,0.0080375083724045,0.0301507537688442,0.0203252032520325,0.1158301158301158,0.0038167938931297,0.0093457943925233,0.1333333333333333,0.074074074074074,0.0,0.2307692307692307,0.35,0,0,0,0.3392857142857142,2,0.776824034334764,0.1104462678588069,0.0265873015873015,0,0
2225,0.11,0.5032271717278595,0.5454545454545455,0.3415941058271936,0.6030150753768845,0.5589430894308943,0.6023166023166023,0.1526717557251908,0.7507788161993769,0.0666666666666666,0.1481481481481481,0.8181818181818182,0.5384615384615385,0.05,1,0,1,0.3392857142857142,1,0.0314735336194563,0.5334631412535784,0.6396825396825397,2,1
9381,0.39,0.4023414889180728,0.5757575757575758,0.2196918955123911,0.0452261306532663,0.1260162601626016,0.0463320463320463,0.0916030534351145,0.3395638629283489,0.4666666666666667,0.1481481481481481,0.1818181818181818,0.7692307692307693,0.15,0,0,0,0.3214285714285714,4,0.5464949928469242,0.1019335494618856,0.2384920634920635,0,0
6260,0.25,0.5019948091394001,0.5555555555555556,0.6590756865371734,0.2562814070351759,0.4390243902439025,0.694980694980695,0.4580152671755725,0.5919003115264797,0.0666666666666666,0.1111111111111111,0.9090909090909092,1.0,0.05,0,1,0,0.732142857142857,2,0.8397711015736766,0.2627956440777997,0.7746031746031746,1,1
10383,0.11,0.4267024342273148,0.303030303030303,0.1975887474882786,0.1758793969849246,0.4898373983739837,0.4671814671814672,0.4580152671755725,0.1246105919003115,0.0666666666666666,0.1851851851851851,0.4545454545454546,0.7692307692307693,0.15,0,0,0,0.5357142857142856,1,0.648068669527897,0.4530607040036097,0.4317460317460317,0,1
7437,0.22,0.1631199935269843,0.3131313131313131,0.0087073007367716,0.0,0.008130081300813,0.0077220077220077,0.0038167938931297,0.0155763239875389,0.0666666666666666,0.037037037037037,0.0,0.3076923076923077,0.15,0,0,0,0.1428571428571428,2,0.0886981402002861,0.0847724192501549,0.0095238095238095,0,0
8375,0.39,0.3374930757405067,0.6363636363636365,0.2993971868720696,0.0,0.0284552845528455,0.0,0.0,0.1339563862928348,0.2,0.2962962962962963,0.1818181818181818,0.4615384615384615,0.35,0,0,0,0.4999999999999999,3,0.1688125894134478,0.1153922656931617,0.2035714285714285,0,0
6853,0.22,0.4608724878164153,0.1212121212121212,0.4768921634293369,0.1306532663316583,0.5467479674796748,0.2664092664092664,0.049618320610687,0.249221183800623,0.0666666666666666,0.1111111111111111,0.5454545454545454,0.8461538461538463,0.05,0,1,0,0.2499999999999999,1,0.5150214592274678,0.4889622396280365,0.5686507936507936,2,1
3076,0.25,0.4040842238916516,0.1818181818181818,0.3027461486939048,0.0904522613065326,0.1036585365853658,0.0617760617760617,0.0687022900763358,0.0186915887850467,0.2666666666666666,0.1481481481481481,0.1818181818181818,0.9230769230769232,0.15,0,0,0,0.3749999999999999,4,0.944206008583691,0.1023913103897016,0.2408730158730158,0,0
1012,0.22,0.3740220455974157,0.2626262626262626,0.3503014065639651,0.0351758793969849,0.1361788617886179,0.1428571428571428,0.0534351145038167,0.5264797507788161,0.2666666666666666,0.2962962962962963,0.1818181818181818,0.7692307692307693,0.35,0,0,0,0.7857142857142856,2,0.709585121602289,0.1955669123861932,0.3488095238095238,0,0
6518,0.03,0.4104763268126,0.0808080808080808,0.3657066309444072,0.0,0.048780487804878,0.0,0.0229007633587786,0.0186915887850467,0.0666666666666666,0.2592592592592592,0.2727272727272727,0.6153846153846154,0.25,0,0,0,0.8035714285714284,2,0.547925608011445,0.2147176677734671,0.2384920634920635,0,0
4137,0.25,0.4290613504951234,0.2929292929292929,0.2665773610180844,0.2010050251256281,0.3729674796747967,0.4594594594594595,0.465648854961832,0.0934579439252336,0.0666666666666666,0.2592592592592592,0.3636363636363636,0.3076923076923077,0.2,0,0,0,0.857142857142857,2,0.2932761087267525,0.2244810544196,0.425,0,0
8082,0.39,0.1493212669683258,0.7575757575757577,0.000669792364367,0.0150753768844221,0.0060975609756097,0.0115830115830115,0.0229007633587786,0.0467289719626168,0.0666666666666666,0.037037037037037,0.0909090909090909,0.1538461538461538,0.35,0,0,0,0.4464285714285714,3,0.5779685264663805,0.0494899507852507,0.0115079365079365,0,1
1386,0.25,0.1913523000989624,0.0,0.0066979236436704,0.0,0.0010162601626016,0.0,0.0,0.0,0.0666666666666666,0.037037037037037,0.0,0.1538461538461538,0.35,0,0,0,0.5178571428571428,4,0.0701001430615164,0.0465134148474757,0.0023809523809523,0,0
9369,0.22,0.5381565598411621,0.1919191919191919,0.4608171466845278,0.0703517587939698,0.3140243902439025,0.7760617760617761,0.0916030534351145,0.1183800623052959,0.0666666666666666,0.4074074074074074,0.9090909090909092,0.7692307692307693,0.25,1,0,1,0.3035714285714285,2,0.1459227467811159,0.281792722582164,0.5035714285714286,2,1
4477,0.25,0.4192895865361275,0.0404040404040404,0.1654387139986604,0.2462311557788944,0.1615853658536585,0.027027027027027,0.3129770992366412,0.3395638629283489,0.0666666666666666,0.1851851851851851,0.1818181818181818,0.7692307692307693,0.2,0,0,0,0.6785714285714284,3,0.3934191702432045,0.1440393805186758,0.2571428571428572,0,0
1357,0.25,0.455127686457082,0.9090909090909092,0.5733422638981915,0.2964824120603015,0.4949186991869919,0.2239382239382239,0.1106870229007633,0.2274143302180685,0.4666666666666667,0.074074074074074,0.4545454545454546,0.3846153846153846,0.25,0,0,0,0.4642857142857142,5,0.6394849785407726,0.0913236320713845,0.6178571428571429,0,0
1402,0.39,0.4061879539669005,0.0101010101010101,0.3322170127260549,0.1809045226130653,0.467479674796748,0.7297297297297297,0.2290076335877862,0.0373831775700934,0.2,0.1481481481481481,0.7272727272727273,0.4615384615384615,0.15,0,0,0,0.75,2,0.938483547925608,0.2124648300644298,0.4952380952380952,0,0
6312,0.39,0.3939888091518482,0.2929292929292929,0.1728064300066979,0.5376884422110553,0.2957317073170732,0.3243243243243243,0.1412213740458015,0.2679127725856697,0.2666666666666666,0.3703703703703703,0.2727272727272727,1.0,0.35,0,0,0,0.6607142857142856,3,0.670958512160229,0.1351784368445231,0.3404761904761905,0,0
8132,0.39,0.3666029738527513,0.888888888888889,0.3784326858673811,0.0301507537688442,0.0660569105691057,0.0,0.0229007633587786,0.0591900311526479,0.3333333333333333,0.3333333333333333,0.1818181818181818,0.6153846153846154,0.35,0,0,0,0.3749999999999999,4,0.6437768240343348,0.0925461807207445,0.2603174603174603,1,0
1050,0.39,0.1655722705969489,0.5858585858585859,0.0093770931011386,0.050251256281407,0.0132113821138211,0.0154440154440154,0.0572519083969465,0.02803738317757,0.0666666666666666,0.074074074074074,0.0909090909090909,0.3076923076923077,0.1,0,0,0,0.7857142857142856,2,0.0858369098712446,0.0860606892898656,0.0238095238095238,0,0
5846,0.11,0.2397256437227308,0.686868686868687,0.001339584728734,0.0050251256281407,0.0060975609756097,0.0077220077220077,0.0038167938931297,0.0031152647975077,0.0666666666666666,0.037037037037037,0.0,0.1538461538461538,0.3,0,0,0,0.3392857142857142,2,0.7968526466380543,0.1250161442470078,0.0031746031746031,0,0
1859,0.39,0.4575986356874778,0.3434343434343435,0.4829202947086403,0.5577889447236181,0.9400406504065042,0.3745173745173745,0.0687022900763358,0.0560747663551401,0.0666666666666666,0.2592592592592592,0.5454545454545454,0.3846153846153846,0.25,0,0,0,0.4285714285714285,2,0.9599427753934192,0.2394727248055742,0.748015873015873,0,1
7503,0.22,0.4611712423833145,0.4040404040404041,0.6912257200267917,0.5276381909547738,0.7916666666666667,0.528957528957529,0.4007633587786259,0.1588785046728972,0.0,0.1851851851851851,0.7272727272727273,0.6923076923076923,0.2,1,0,0,0.3571428571428571,1,0.894134477825465,0.4892761328356818,0.8746031746031746,1,1
10401,0.25,0.1530868193219516,0.1212121212121212,0.000669792364367,0.0,0.0050813008130081,0.0,0.0114503816793893,0.02803738317757,0.0666666666666666,0.0,0.0,0.2307692307692307,0.15,0,0,0,0.3571428571428571,2,0.4263233190271817,0.0795016291384448,0.0051587301587301,0,0
1618,0.25,0.338065688660397,0.0909090909090909,0.3864701942397857,0.0,0.065040650406504,0.0,0.0,0.1588785046728972,0.1333333333333333,0.3703703703703703,0.0909090909090909,0.6153846153846154,0.4,1,0,0,0.5535714285714286,2,0.776824034334764,0.176677734671957,0.2726190476190476,1,1
3332,0.22,0.1744602189622013,0.8787878787878789,0.0428667113194909,0.0201005025125628,0.0691056910569105,0.027027027027027,0.0190839694656488,0.0529595015576324,0.2666666666666666,0.1111111111111111,0.0909090909090909,0.3076923076923077,0.4,0,0,0,0.1964285714285714,2,0.9570815450643776,0.0907298507535889,0.0634920634920634,0,0
2261,0.39,0.1529498901454561,0.0505050505050505,0.0026791694574681,0.0050251256281407,0.0050813008130081,0.0077220077220077,0.0,0.0124610591900311,0.0666666666666666,0.037037037037037,0.0,0.1538461538461538,0.35,0,0,0,0.4821428571428571,3,0.530758226037196,0.0507607823134256,0.0043650793650793,0,0
5346,0.39,0.1358648633509059,0.8787878787878789,0.0167448091091761,0.0251256281407035,0.0193089430894308,0.027027027027027,0.0,0.0716510903426791,0.2,0.1111111111111111,0.0,0.2307692307692307,0.35,0,0,0,0.4107142857142856,3,0.5164520743919886,0.0447771930426878,0.0293650793650793,0,0
535,0.11,0.4956276024323601,0.1818181818181818,0.1091761553918285,0.1155778894472361,0.4308943089430895,0.1042471042471042,0.2480916030534351,0.2367601246105919,0.0666666666666666,0.1111111111111111,0.9090909090909092,1.0,0.05,0,0,0,0.1607142857142857,1,0.1773962804005722,0.525478482784102,0.3067460317460317,0,0
5268,0.39,0.1724685218495397,0.9595959595959596,0.0113864701942397,0.0402010050251256,0.0142276422764227,0.0386100386100386,0.015267175572519,0.0093457943925233,0.1333333333333333,0.037037037037037,0.0,0.3076923076923077,0.35,0,0,0,0.6428571428571428,4,0.4606580829756795,0.0415532482224979,0.0202380952380952,0,0
273,0.39,0.2141572320389376,0.4848484848484848,0.087073007367716,0.0,0.016260162601626,0.0,0.0,0.0155763239875389,0.3333333333333333,0.1111111111111111,0.0909090909090909,0.3076923076923077,0.35,0,0,0,0.4642857142857142,4,0.4978540772532189,0.0525035435600394,0.0579365079365079,1,0
4452,0.22,0.3028499940871492,0.0303030303030303,0.1955793703951774,0.0301507537688442,0.0376016260162601,0.0,0.0114503816793893,0.1059190031152648,0.2666666666666666,0.2222222222222222,0.0909090909090909,0.4615384615384615,0.35,0,0,1,0.6964285714285714,2,0.0457796852646638,0.1581776537463644,0.1456349206349206,2,1
8504,0.39,0.4846234758849048,0.7070707070707072,0.2344273275284661,0.3015075376884422,0.5772357723577236,0.4247104247104247,0.5076335877862596,0.4517133956386293,0.0666666666666666,0.1851851851851851,0.5454545454545454,0.5384615384615385,0.1,0,1,0,0.4107142857142856,2,0.0686695278969957,0.2536698530096963,0.540079365079365,1,0
771,0.25,0.3264391567652349,0.797979797979798,0.0904219691895512,0.0452261306532663,0.0396341463414634,0.0154440154440154,0.0,0.0218068535825545,0.0666666666666666,0.074074074074074,0.1818181818181818,0.3846153846153846,0.1,0,0,0,0.5178571428571428,3,0.2274678111587982,0.1115209161322035,0.075,0,0
11178,0.22,0.2530949105914718,0.696969696969697,0.0100468854655056,0.0100502512562814,0.0101626016260162,0.0,0.0038167938931297,0.0124610591900311,0.0666666666666666,0.037037037037037,0.0,0.2307692307692307,0.35,0,0,0,0.4285714285714285,2,0.1402002861230329,0.1320395047680705,0.0107142857142857,0,0
2230,0.39,0.1362818749338694,0.8484848484848485,0.0180843938379102,0.0100502512562814,0.0142276422764227,0.0,0.0,0.0,0.2,0.1111111111111111,0.0909090909090909,0.2307692307692307,0.25,0,0,0,0.4642857142857142,3,0.0515021459227467,0.0449232405768005,0.015079365079365,0,0
7516,0.39,0.1765515009304959,0.303030303030303,0.0033489618218352,0.0150753768844221,0.0111788617886178,0.0463320463320463,0.0190839694656488,0.02803738317757,0.0666666666666666,0.074074074074074,0.0,0.2307692307692307,0.3,0,0,0,0.2321428571428571,3,0.0543633762517882,0.0590266367814175,0.0158730158730158,0,0
