id,education,marital_status,income,kidhome,teenhome,recency,mnt_wines,mnt_fruits,mnt_meat_products,mnt_fish_products,mnt_sweet_products,mnt_gold_prods,num_deals_purchases,num_web_purchases,num_catalog_purchases,num_store_purchases,num_web_visits_month,accepted_cmp3,accepted_cmp4,accepted_cmp5,accepted_cmp1,accepted_cmp2,complain,age,n_family_members,n_sons,days_since_signup,income_per_member,total_spent,total_accepted,response
7892,Graduation,Single,18589.0,0,0,89,6,4,25,15,12,13,2,2,1,3,7,0,0,0,0,0,0,51,1,0,543,18589.0,75,0,0
2404,Graduation,Married,53359.0,1,1,4,173,4,30,3,6,41,4,5,1,4,7,0,0,0,0,0,0,44,4,2,398,13339.75,257,0,0
9422,Graduation,Married,38360.0,1,0,26,36,2,42,20,21,10,2,2,1,4,3,0,0,0,0,0,0,31,3,1,394,12786.666666666666,131,0,0
1966,PhD,Married,84618.0,0,0,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,55,2,0,219,42309.0,1672,1,0
6864,Master,Divorced,10979.0,0,0,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,31,1,0,38,10979.0,30,0,0
3033,Master,Together,38620.0,0,0,56,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,57,2,0,414,19310.0,318,0,0
5710,Graduation,Together,40548.0,0,1,31,110,0,5,2,0,3,2,2,1,4,5,0,1,0,0,0,0,50,3,1,627,13516.0,120,1,0
7373,PhD,Divorced,46610.0,0,2,8,96,12,96,33,22,43,6,4,1,6,6,0,0,0,0,0,0,68,3,2,608,15536.666666666666,302,0,1
8755,Master,Married,68657.0,0,0,4,482,34,471,119,68,22,1,3,5,9,7,0,0,0,0,0,0,74,2,0,494,34328.5,1196,0,0
10738,Master,Single,49389.0,1,1,55,40,0,19,2,1,3,1,2,0,3,7,0,0,0,0,0,0,69,3,2,304,16463.0,65,0,0
4339,PhD,Married,67353.0,0,1,37,702,17,151,0,8,35,5,5,6,12,2,0,0,0,0,0,0,50,3,1,180,22451.0,913,0,0
10755,2n Cycle,Married,23718.0,1,0,76,6,3,14,15,7,36,3,3,1,2,7,0,0,0,0,0,0,44,3,1,300,7906.0,81,0,0
8595,Graduation,Widow,42429.0,0,1,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,47,2,1,138,21214.5,67,0,0
2968,PhD,Divorced,48948.0,0,0,53,437,8,206,160,49,42,2,7,10,5,6,1,0,0,0,0,0,77,1,0,513,48948.0,902,1,1
8601,Graduation,Married,80011.0,0,1,3,421,76,536,82,178,102,2,8,6,5,4,0,0,0,0,0,0,40,3,1,426,26670.333333333332,1395,0,0
503,Master,Married,20559.0,1,0,88,13,1,29,3,0,7,2,2,0,3,8,0,0,0,0,0,0,35,3,1,474,6853.0,53,0,0
8430,Graduation,Together,21994.0,0,1,4,9,0,6,3,1,3,1,0,0,3,5,0,0,0,0,0,0,63,3,1,552,7331.333333333333,22,0,0
2139,Master,Married,7500.0,1,0,19,3,1,10,3,2,12,3,2,0,3,5,0,0,0,0,0,0,45,3,1,270,2500.0,31,0,0
1371,Graduation,Single,79941.0,0,0,72,123,164,266,227,30,174,1,2,4,9,1,0,0,0,0,0,0,44,1,0,1,79941.0,984,0,0
9909,2n Cycle,Married,7500.0,0,0,24,3,18,14,15,22,50,3,3,1,3,9,0,0,0,0,0,0,24,2,0,597,3750.0,122,0,1
7286,Graduation,Together,41728.0,1,0,92,13,6,15,3,5,13,1,2,0,2,10,0,0,0,0,0,0,52,3,1,401,13909.333333333334,55,0,0
6566,PhD,Married,72550.0,1,1,39,826,50,317,50,38,38,9,5,2,12,8,0,0,0,0,0,0,66,4,2,598,18137.5,1319,0,0
8614,Graduation,Widow,65486.0,0,1,29,245,19,125,37,67,14,1,4,2,10,2,0,0,0,0,0,0,63,2,1,48,32743.0,507,0,0
4114,Master,Married,79143.0,0,0,2,650,37,780,27,167,32,1,6,9,13,3,0,0,0,0,0,0,56,2,0,687,39571.5,1693,0,0
1331,Graduation,Single,35790.0,1,0,54,12,6,20,30,1,3,2,2,0,3,7,0,0,0,0,0,0,43,2,1,543,17895.0,72,0,0
2225,Graduation,Divorced,82582.0,0,0,54,510,120,550,156,40,241,1,4,9,7,1,1,0,0,1,0,0,43,1,0,22,82582.0,1617,2,1
9381,Graduation,Married,66373.0,1,1,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,42,4,2,382,16593.25,606,0,0
6260,Master,Together,82384.0,0,0,55,984,51,432,180,120,190,1,3,10,13,1,0,0,1,0,0,0,65,2,0,587,41192.0,1957,1,1
10383,Graduation,Divorced,70287.0,0,0,30,295,35,482,121,120,40,1,5,5,10,3,0,0,0,0,0,0,54,1,0,453,70287.0,1093,0,1
7437,Graduation,Single,27938.0,1,0,31,13,0,8,2,1,5,1,1,0,4,3,0,0,0,0,0,0,32,2,1,62,13969.0,29,0,0
8375,PhD,Married,55954.0,0,1,63,447,0,28,0,0,43,3,8,2,6,7,0,0,0,0,0,0,52,3,1,118,18651.333333333332,518,0,0
6853,Master,Single,75777.0,0,0,12,712,26,538,69,13,80,1,3,6,11,1,0,1,1,0,0,0,38,1,0,360,75777.0,1438,2,1
3076,Graduation,Together,66653.0,1,1,18,452,18,102,16,18,6,4,4,2,12,3,0,0,0,0,0,0,45,4,2,660,16663.25,612,0,0
1012,Graduation,Single,61823.0,0,1,26,523,7,134,37,14,169,4,8,2,10,7,0,0,0,0,0,0,68,2,1,496,30911.5,884,0,0
6518,PhD,Widow,67680.0,0,1,8,546,0,48,0,6,6,1,7,3,8,5,0,0,0,0,0,0,69,2,1,383,33840.0,606,0,0
4137,Graduation,Together,70666.0,0,0,29,398,40,367,119,122,30,1,7,4,4,4,0,0,0,0,0,0,72,2,0,205,35333.0,1076,0,0
8082,Graduation,Married,25721.0,1,0,75,1,3,6,3,6,15,1,1,1,2,7,0,0,0,0,0,0,49,3,1,404,8573.666666666666,34,0,1
1386,Graduation,Together,32474.0,1,1,0,10,0,1,0,0,0,1,1,0,2,7,0,0,0,0,0,0,53,4,2,49,8118.5,11,0,0
9369,2n Cycle,Single,88194.0,0,1,19,688,14,309,201,24,38,1,11,10,10,5,1,0,0,1,0,0,41,2,1,102,44097.0,1274,2,1
4477,Graduation,Together,69096.0,0,1,4,247,49,159,7,82,109,1,5,2,10,4,0,0,0,0,0,0,62,3,1,275,23032.0,653,0,0
1357,Graduation,Together,74854.0,1,2,90,856,59,487,58,29,73,7,2,5,5,5,0,0,0,0,0,0,50,5,3,447,14970.8,1562,0,0
1402,Master,Married,66991.0,0,0,1,496,36,460,189,60,12,3,4,8,6,3,0,0,0,0,0,0,66,2,0,656,33495.5,1253,0,0
6312,Graduation,Married,65031.0,0,1,29,258,107,291,84,37,86,4,10,3,13,7,0,0,0,0,0,0,61,3,1,469,21677.0,863,0,0
8132,PhD,Married,60631.0,1,1,88,565,6,65,0,6,19,5,9,2,8,7,0,1,0,0,0,0,45,4,2,450,15157.75,661,1,0
1050,Graduation,Married,28332.0,0,0,58,14,10,13,4,15,9,1,2,1,4,2,0,0,0,0,0,0,68,2,0,60,14166.0,65,0,0
5846,Graduation,Divorced,40246.0,1,0,68,2,1,6,2,1,1,1,1,0,2,6,0,0,0,0,0,0,43,2,1,557,20123.0,13,0,0
1859,Master,Married,75251.0,0,0,34,721,111,925,97,18,18,1,7,6,5,5,0,0,0,0,0,0,48,2,0,671,37625.5,1890,0,1
7503,Graduation,Single,75825.0,0,0,40,1032,105,779,137,105,51,0,5,8,9,4,1,0,0,0,0,0,44,1,0,625,75825.0,2209,1,1
10401,2n Cycle,Together,26326.0,0,0,12,1,0,5,0,3,9,1,0,0,3,3,0,0,0,0,0,1,44,2,0,298,13163.0,18,0,0
1618,Graduation,Together,56046.0,0,0,9,577,0,64,0,0,51,2,10,1,8,8,1,0,0,0,0,0,55,2,0,543,28023.0,692,1,1
3332,Graduation,Single,29760.0,1,0,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,35,2,1,669,14880.0,165,0,0
2261,Graduation,Married,26304.0,1,0,5,4,1,5,2,0,4,1,1,0,2,7,0,0,0,0,0,0,51,3,1,371,8768.0,16,0,0
5346,2n Cycle,Married,23559.0,1,0,87,25,5,19,7,0,23,3,3,0,3,7,0,0,0,0,0,0,47,3,1,361,7853.0,79,0,0
535,Graduation,Divorced,81361.0,0,0,18,163,23,424,27,65,76,1,3,10,13,1,0,0,0,0,0,0,33,1,0,124,81361.0,778,0,0
5268,Graduation,Married,29440.0,1,1,95,17,8,14,10,4,3,2,1,0,4,7,0,0,0,0,0,0,60,4,2,322,7360.0,56,0,0
273,Master,Married,36138.0,1,1,48,130,0,16,0,0,5,5,3,1,4,7,0,1,0,0,0,0,50,4,2,348,9034.5,151,1,0
4452,Graduation,Single,50388.0,0,1,3,292,6,37,0,3,34,4,6,1,6,7,0,1,0,1,0,0,63,2,1,32,25194.0,372,2,1
8504,Graduation,Married,79593.0,0,0,70,350,60,568,110,133,145,1,5,6,7,2,0,0,1,0,0,0,47,2,0,48,39796.5,1366,1,0
771,Graduation,Together,54178.0,0,1,79,135,9,39,4,0,7,1,2,2,5,2,0,0,0,0,0,0,53,3,1,159,18059.333333333332,194,0,0
11178,Master,Single,42394.0,1,0,69,15,2,10,0,1,4,1,1,0,3,7,0,0,0,0,0,0,48,2,1,98,21197.0,32,0,0
2230,PhD,Married,23626.0,1,0,84,27,2,14,0,0,0,3,3,1,3,5,0,0,0,0,0,0,50,3,1,36,7875.333333333333,43,0,0
7516,Graduation,Married,30096.0,1,0,30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,37,3,1,38,10032.0,45,0,0
7247,Graduation,Widow,47916.0,0,1,72,505,0,26,0,0,75,5,7,4,6,6,0,1,0,0,0,0,60,2,1,584,23958.0,606,1,0
11100,Graduation,Divorced,51813.0,1,1,37,51,2,7,0,1,2,2,2,0,3,7,0,0,0,0,0,0,48,3,2,444,17271.0,63,0,0
4646,2n Cycle,Married,78497.0,0,0,44,207,26,447,75,0,223,1,5,7,12,2,0,0,0,1,0,0,69,2,0,210,39248.5,978,1,0
3037,PhD,Married,50150.0,0,0,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,37,2,0,374,25075.0,410,0,0
1473,2n Cycle,Single,47823.0,0,1,0,53,1,5,2,1,10,2,2,0,3,8,0,0,0,0,0,0,60,2,1,341,23911.5,72,0,0
1016,PhD,Single,34554.0,0,1,43,41,1,6,2,0,5,2,2,0,3,6,0,0,0,0,0,0,61,2,1,91,17277.0,55,0,0
4518,Graduation,Together,85693.0,0,1,59,386,172,183,185,132,111,2,9,5,11,5,0,0,0,0,0,0,41,3,1,435,28564.333333333332,1169,0,0
9370,PhD,Married,65846.0,0,0,68,562,81,276,80,40,81,1,6,3,6,4,0,0,0,0,0,0,75,2,0,408,32923.0,1120,0,0
8908,Graduation,Married,87195.0,0,0,35,217,76,690,50,26,38,1,3,11,5,1,0,0,0,0,0,0,61,2,0,52,43597.5,1097,0,1
8373,Basic,Together,24594.0,1,0,94,1,3,6,10,0,9,1,1,0,3,5,0,0,0,0,0,0,41,3,1,201,8198.0,29,0,0
7533,Graduation,Married,49096.0,1,1,15,144,1,32,2,1,7,4,4,1,4,7,0,0,0,0,0,0,56,4,2,278,12274.0,187,0,0
2683,Graduation,Married,52413.0,0,2,56,295,106,271,75,98,65,4,6,4,12,6,0,0,0,0,0,0,51,4,2,512,13103.25,910,0,0
3629,Graduation,Single,38557.0,1,0,17,76,3,31,4,4,27,2,3,1,3,7,0,0,0,0,0,0,42,2,1,557,19278.5,145,0,0
10991,Master,Married,89058.0,0,0,18,454,194,106,31,22,43,1,5,4,4,2,0,0,0,0,0,0,60,2,0,569,44529.0,850,0,0
5077,Graduation,Together,77298.0,0,1,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,41,3,1,239,25766.0,969,0,0
7431,PhD,Single,68126.0,0,0,40,1332,17,311,23,51,86,1,7,4,5,9,0,1,0,0,0,0,29,1,0,596,68126.0,1820,1,1
3267,Master,Together,57288.0,0,1,27,527,0,21,0,0,60,3,8,1,8,6,0,1,0,0,0,0,57,3,1,4,19096.0,608,1,0
999,Graduation,Single,86037.0,0,0,95,490,44,125,29,20,22,1,6,7,11,3,0,1,1,0,0,0,29,1,0,543,86037.0,730,2,1
9215,PhD,Married,43974.0,1,0,19,378,0,101,0,0,72,5,6,4,6,7,0,0,0,0,0,0,40,3,1,564,14658.0,551,0,0
2286,Graduation,Single,50785.0,1,1,27,64,1,21,0,1,27,2,2,1,3,6,0,0,0,0,0,0,58,3,2,292,16928.333333333332,114,0,0
1592,Graduation,Married,90765.0,0,0,25,547,99,812,151,82,33,0,4,6,5,1,0,0,1,1,0,0,50,2,0,156,45382.5,1724,2,0
367,2n Cycle,Married,36550.0,1,0,74,47,90,94,123,103,120,5,9,1,5,9,0,0,0,0,0,0,42,3,1,495,12183.333333333334,577,0,0
5234,2n Cycle,Together,30753.0,1,1,85,12,5,25,0,9,30,2,1,1,3,5,0,0,0,0,0,0,53,4,2,353,7688.25,81,0,0
9862,Graduation,Together,21918.0,1,0,37,1,6,7,11,5,3,2,2,0,3,6,0,0,0,0,0,0,51,3,1,227,7306.0,33,0,0
9805,Master,Together,56129.0,0,1,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,67,3,1,374,18709.666666666668,660,0,0
6205,Master,Single,32557.0,1,0,13,34,3,29,0,4,10,3,2,1,3,5,0,0,0,0,0,0,53,2,1,125,16278.5,80,0,1
8442,Master,Married,19510.0,2,0,63,9,0,7,3,4,7,2,1,0,3,7,0,0,0,0,0,0,35,4,2,298,4877.5,30,0,0
7386,Graduation,Divorced,30992.0,1,0,83,17,0,14,7,3,2,1,1,0,3,7,0,0,0,0,0,0,44,2,1,433,15496.0,43,0,0
7215,Graduation,Single,101970.0,0,0,69,722,27,102,44,72,168,0,6,8,13,2,0,1,1,1,0,0,37,1,0,474,101970.0,1135,3,1
1491,2n Cycle,Together,71488.0,0,0,87,162,33,124,40,28,172,2,3,4,7,1,0,0,0,0,0,0,55,2,0,496,35744.0,559,0,0
11071,Graduation,Single,79607.0,0,0,37,450,133,951,173,0,216,1,3,6,6,1,0,0,0,0,0,0,36,1,0,434,79607.0,1923,0,1
3381,Master,Married,54348.0,1,1,51,70,0,16,0,0,4,2,2,0,4,6,0,0,0,0,0,0,67,4,2,21,13587.0,90,0,0
11051,PhD,Together,77376.0,1,1,72,492,19,110,16,12,12,4,6,3,10,4,0,0,0,0,0,0,64,4,2,50,19344.0,661,0,0
8026,Graduation,Married,62998.0,0,1,10,120,58,73,65,89,58,5,5,4,5,5,0,0,0,0,0,0,68,3,1,272,20999.333333333332,463,0,0
433,Master,Alone,61331.0,1,1,42,534,5,47,0,5,41,5,11,1,6,8,0,0,0,0,0,0,62,3,2,476,20443.666666666668,632,0,0
9597,Graduation,Married,73448.0,0,0,10,236,106,189,23,41,130,1,7,2,9,4,0,0,0,0,0,0,51,2,0,139,36724.0,725,0,0
5290,PhD,Married,41551.0,1,1,51,220,0,33,3,0,23,5,5,1,5,8,0,0,0,0,0,0,56,4,2,319,10387.75,279,0,0
1685,PhD,Together,62981.0,0,0,21,796,14,590,38,44,0,1,4,5,13,3,0,1,0,0,0,0,53,2,0,469,31490.5,1482,1,0
5342,Basic,Divorced,9548.0,1,0,31,0,1,3,10,6,9,2,1,0,3,8,0,0,0,0,0,0,44,2,1,690,4774.0,29,0,0
9579,PhD,Married,33762.0,2,1,61,53,1,34,2,0,16,3,2,2,2,8,0,0,0,0,0,0,61,5,3,357,6752.4,106,0,0
7660,PhD,Alone,35860.0,1,1,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,47,3,2,41,11953.333333333334,49,1,1
1461,PhD,Divorced,36921.0,1,1,74,17,1,12,3,1,4,2,2,0,3,7,0,0,0,0,0,0,55,3,2,336,12307.0,38,0,0
821,Master,Single,92859.0,0,0,46,962,61,921,52,61,20,1,5,4,12,2,0,0,0,0,0,0,28,1,0,618,92859.0,2077,0,0
11084,Master,Together,65104.0,0,1,4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,44,3,1,227,21701.333333333332,1053,0,1
8690,Graduation,Married,86111.0,0,0,73,399,28,756,36,40,126,1,5,7,10,2,0,0,0,0,0,0,58,2,0,436,43055.5,1385,0,0
2937,PhD,Single,68352.0,0,1,47,614,16,132,43,33,33,3,8,5,9,6,0,0,0,0,0,0,46,2,1,305,34176.0,871,0,0
9701,Graduation,Together,41883.0,1,0,13,32,34,41,73,16,116,3,4,2,3,7,0,0,0,0,0,0,32,3,1,467,13961.0,312,0,0
9949,Graduation,Married,59809.0,0,2,36,598,16,141,32,41,49,3,3,3,6,8,0,0,0,0,0,0,44,4,2,619,14952.25,877,0,0
10837,Graduation,Married,23957.0,1,0,47,2,1,18,20,11,16,1,2,0,3,6,0,0,0,0,0,0,45,3,1,609,7985.666666666667,68,0,1
3120,Graduation,Together,38547.0,1,0,49,6,1,10,0,1,4,1,1,0,2,8,0,0,0,0,0,1,39,3,1,305,12849.0,22,0,0
5885,2n Cycle,Married,35688.0,2,1,94,73,3,90,12,1,32,7,4,1,4,8,0,0,0,0,0,0,47,5,3,676,7137.6,211,0,0
4050,Master,Married,49605.0,0,0,65,42,16,29,12,20,8,1,2,1,4,3,0,0,0,0,0,0,54,2,0,8,24802.5,127,0,0
3830,Master,Married,59354.0,0,2,59,295,21,78,39,13,13,1,4,4,7,3,0,0,0,0,0,0,67,4,2,66,14838.5,459,0,0
7987,Graduation,Married,65747.0,0,1,96,346,17,48,23,13,13,4,8,1,6,6,0,1,0,0,0,0,51,3,1,114,21915.666666666668,460,1,0
7798,2n Cycle,Together,46344.0,0,1,28,233,20,57,8,20,91,4,7,1,5,7,0,0,0,0,0,0,48,3,1,562,15448.0,429,0,0
92,Graduation,Alone,34176.0,1,0,12,5,7,24,19,14,20,4,3,0,4,6,0,0,0,0,0,0,32,2,1,48,17088.0,89,0,0
7055,PhD,Together,61010.0,0,1,57,888,0,57,0,0,76,2,8,5,11,5,0,0,0,0,0,0,68,3,1,628,20336.666666666668,1021,0,0
10240,Graduation,Together,69372.0,0,0,10,997,26,269,34,13,42,1,10,4,6,4,0,1,1,0,0,0,71,2,0,495,34686.0,1381,2,1
3025,Graduation,Single,49967.0,0,1,4,212,6,69,4,12,3,3,6,1,5,7,0,0,0,0,0,0,62,2,1,356,24983.5,306,0,0
9283,Graduation,Single,60199.0,1,2,49,8,1,7,2,0,0,1,0,0,3,4,0,0,0,0,0,0,42,4,3,290,15049.75,18,0,0
9970,Graduation,Together,55375.0,0,1,3,42,11,57,10,28,14,1,1,1,6,2,0,0,0,0,0,0,43,3,1,255,18458.333333333332,162,0,0
2730,Graduation,Single,80317.0,0,0,64,536,11,387,149,91,57,1,3,4,10,1,0,0,0,0,0,0,65,1,0,313,80317.0,1231,0,0
2795,Master,Single,30523.0,2,1,0,5,0,3,0,0,5,1,1,0,2,7,0,0,0,0,0,0,62,4,3,363,7630.75,13,0,0
9260,PhD,Married,70356.0,0,0,20,1349,16,249,43,16,33,2,10,6,9,6,0,0,0,0,0,0,75,2,0,601,35178.0,1706,0,0
8182,Graduation,Married,23228.0,1,0,91,53,3,49,7,4,5,4,3,0,4,8,0,0,0,0,0,0,36,3,1,175,7742.666666666667,121,0,0
10095,PhD,Divorced,74165.0,0,0,9,1001,12,240,16,12,12,1,5,4,10,2,0,0,0,0,0,0,45,1,0,424,74165.0,1293,0,0
4370,Graduation,Together,43482.0,2,1,83,18,1,32,6,3,28,3,2,0,4,6,0,0,0,0,0,0,54,5,3,228,8696.4,88,0,0
10573,Graduation,Divorced,62551.0,0,0,27,125,16,98,134,21,27,1,6,7,4,3,1,0,0,0,0,0,67,1,0,223,62551.0,421,1,0
3712,Graduation,Divorced,52332.0,0,0,63,212,5,33,7,0,2,1,3,2,6,4,0,1,0,0,0,0,61,1,0,305,52332.0,259,1,0
6637,Graduation,Single,66951.0,0,0,46,277,162,305,173,76,124,1,3,4,7,1,0,0,0,0,0,0,32,1,0,239,66951.0,1117,0,0
3152,Graduation,Together,26091.0,1,1,84,15,10,19,8,17,20,3,2,1,3,5,0,0,0,0,0,0,63,4,2,124,6522.75,89,0,0
5610,Graduation,Together,33456.0,1,1,58,7,3,10,8,1,7,2,1,0,3,7,0,0,0,0,0,0,55,4,2,69,8364.0,36,0,0
6460,Graduation,Married,28718.0,1,0,78,12,4,6,11,8,16,2,2,0,3,8,0,0,0,0,0,0,38,3,1,351,9572.666666666666,57,0,0
1349,Graduation,Married,50447.0,2,0,4,85,7,24,2,3,27,1,3,1,3,6,0,0,0,0,0,0,50,4,2,69,12611.75,148,0,0
1880,PhD,Together,53537.0,1,1,17,81,0,6,0,0,6,2,2,1,3,5,0,0,0,0,0,0,61,4,2,150,13384.25,93,0,0
641,Graduation,Single,52074.0,0,1,77,59,0,12,0,0,48,1,2,2,2,4,1,0,0,0,0,0,53,2,1,86,26037.0,119,1,0
8717,PhD,Married,80427.0,0,1,56,1149,71,449,69,71,26,1,11,8,8,5,0,0,0,0,0,0,45,3,1,655,26809.0,1835,0,0
10314,PhD,Married,83837.0,0,0,79,847,66,119,86,89,111,1,9,10,5,4,0,1,0,1,0,0,72,2,0,560,41918.5,1318,2,1
10854,PhD,Married,38853.0,1,1,90,29,0,14,0,0,2,2,2,0,3,7,0,0,0,0,0,0,50,4,2,37,9713.25,45,0,0
10492,Graduation,Together,38285.0,2,1,96,2,0,5,2,0,1,1,0,0,3,2,0,0,0,0,0,0,61,5,3,5,7657.0,10,0,0
7698,PhD,Married,51650.0,0,1,81,152,3,22,2,5,7,1,4,1,4,5,0,0,0,0,0,0,44,3,1,49,17216.666666666668,191,0,0
3559,2n Cycle,Married,16248.0,1,0,77,12,11,10,3,12,9,3,2,1,3,6,0,0,0,0,0,0,32,3,1,50,5416.0,57,0,0
10562,Master,Married,66835.0,0,0,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,74,2,0,274,33417.5,1033,0,0
10796,Master,Married,30477.0,1,0,16,47,1,6,0,0,12,1,1,1,3,6,0,0,0,0,0,0,36,3,1,158,10159.0,66,0,0
2563,Basic,Married,28249.0,0,0,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,59,2,0,14,14124.5,43,0,0
3518,Graduation,Married,25271.0,1,0,45,10,1,18,10,4,7,1,1,1,2,9,0,0,0,0,0,0,37,3,1,571,8423.666666666666,50,0,0
5823,PhD,Single,32303.0,0,1,63,35,0,2,0,0,2,2,1,0,4,5,0,0,0,0,0,0,50,2,1,113,16151.5,39,0,0
3934,Graduation,Married,61286.0,0,1,34,356,0,107,19,9,117,2,7,1,8,5,0,0,0,0,0,0,54,3,1,331,20428.666666666668,608,0,0
6982,Graduation,Married,74068.0,0,0,14,783,30,537,140,76,15,1,4,10,9,2,0,0,0,0,0,0,44,2,0,467,37034.0,1581,0,0
6431,PhD,Married,45759.0,1,1,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,56,4,2,491,11439.75,68,0,0
9733,Basic,Together,24882.0,1,0,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,42,3,1,658,8294.0,80,1,0
5602,PhD,Together,66973.0,0,0,98,466,22,432,147,113,102,1,8,7,12,3,0,0,0,0,0,0,31,2,0,408,33486.5,1282,0,0
1324,Graduation,Married,38872.0,1,0,93,23,3,21,3,19,22,2,3,0,3,8,0,0,0,0,0,0,32,3,1,395,12957.333333333334,91,0,0
326,Graduation,Married,51148.0,1,1,38,235,6,45,8,9,12,4,5,1,6,6,0,0,0,0,0,0,47,4,2,496,12787.0,315,0,0
